tweet_id,favorite_count,retweet_count
835685285446955009,0,7403
835574547218894849,16606,3291
835536468978302976,0,1539
835309094223372289,0,19106
835297930240217089,15404,2733
835264098648616962,7216,1539
835246439529840640,1987,63
835172783151792128,24520,5284
835152434251116546,20901,2755
834931633769889797,10078,1486
834786237630337024,20179,5102
834574053763584002,12785,2304
834477809192075265,0,9742
834458053273591808,9018,1543
834209720923721728,19206,4316
834167344700198914,14808,3353
834089966724603904,9429,1960
834086379323871233,12215,2037
833863086058651648,12595,2204
833826103416520705,17043,3482
833732339549220864,0,203
833722901757046785,19638,2991
833479644947025920,13977,1885
833124694597443584,18951,4432
832998151111966721,12402,2007
832769181346996225,0,38
832757312314028032,15820,3312
832682457690300417,11118,2659
832645525019123713,2731,484
832636094638288896,14861,2553
832397543355072512,11215,2034
832369877331693569,16038,2913
832273440279240704,10635,2139
832215909146226688,0,5705
832215726631055365,0,8563
832088576586297345,59,2
832040443403784192,0,8796
832032802820481025,16733,4291
831939777352105988,22430,5642
831926988323639298,319,34
831911600680497154,25772,5956
831670449226514432,9768,1685
831650051525054464,6668,1782
831552930092285952,8440,2153
831322785565769729,8730,1438
831315979191906304,6162,1035
831309418084069378,11062,2256
831262627380748289,11130,1883
830956169170665475,7495,1373
830583320585068544,62249,15364
830173239259324417,0,5224
830097400375152640,9133,2686
829878982036299777,0,4589
829861396166877184,11490,1789
829501995190984704,29816,9742
829449946868879360,9846,1854
829141528400556032,22860,6745
829011960981237760,50149,15053
828801551087042563,0,3150
828770345708580865,24021,5378
828708714936930305,34152,10286
828650029636317184,8929,1232
828409743546925057,6032,1078
828408677031882754,7232,1182
828381636999917570,11833,2054
828376505180889089,6969,990
828372645993398273,11842,2720
828361771580813312,2063,165
828046555563323392,11026,2646
828011680017821696,9749,1981
827933404142436356,18784,4812
827653905312006145,14552,2787
827600520311402496,7045,863
827324948884643840,14904,2798
827199976799354881,9968,2054
826958653328592898,20262,4589
826848821049180160,33950,9304
826615380357632002,0,3668
826598799820865537,4845,229
826598365270007810,9421,2173
826476773533745153,17323,3882
826240494070030336,12496,2410
826204788643753985,4585,855
826115272272650244,14702,2857
825876512159186944,9900,1733
825829644528148480,11984,2324
825535076884762624,53810,16301
825147591692263424,17202,4167
825120256414846976,0,1165
825026590719483904,5889,1165
824796380199809024,0,5078
824775126675836928,14017,3259
824663926340194305,9919,1635
824325613288833024,11140,9853
824297048279236611,14180,3552
824025158776213504,4566,556
823939628516474880,10036,2522
823719002937630720,0,10311
823699002998870016,13164,2330
823581115634085888,12220,2433
823333489516937216,662,22
823322678127919110,14776,3703
823269594223824897,0,9184
822975315408461824,16323,3188
822872901745569793,123684,39752
822859134160621569,12413,2104
822647212903690241,0,5932
822610361945911296,13929,2720
822489057087389700,17059,5932
822462944365645825,26210,13078
822244816520155136,33004,9184
822163064745328640,0,4352
821886076407029760,10646,2131
821813639212650496,0,3114
821765923262631936,7887,1553
821522889702862852,7546,1625
821421320206483457,0,5107
821407182352777218,11070,3978
821153421864615936,236,8
821149554670182400,8087,1818
821107785811234820,9035,1961
821044531881721856,11909,2114
820837357901512704,0,6213
820749716845686786,29718,9156
820690176645140481,11559,2990
820494788566847489,0,521
820446719150292993,0,2383
820314633777061888,3151,521
820078625395449857,18571,5762
820013781606658049,0,1079
819952236453363712,5002,1079
819924195358416896,12196,4527
819711362133872643,12579,2856
819588359383371776,9127,1864
819347104292290561,6810,1115
819238181065359361,2133,378
819227688460238848,21731,6213
819015337530290176,0,34417
819015331746349057,0,17722
819006400881917954,42882,17722
819004803107983360,82407,34417
818646164899774465,0,19359
818627210458333184,21165,7036
818614493328580609,9272,2345
818588835076603904,0,5669
818536468981415936,10240,2263
818307523543449600,0,7420
818259473185828864,10382,2073
818145370475810820,11584,2360
817908911860748288,4594,738
817827839487737858,48436,25006
817777686764523521,10191,2513
817536400337801217,11079,2719
817502432452313088,0,3130
817423860136083457,31737,13527
817415592588222464,5281,885
817181837579653120,0,7832
817171292965273600,8281,1856
817120970343411712,11505,2404
817056546584727552,8108,1509
816829038950027264,0,4371
816816676327063552,9448,1885
816697700272001025,9214,2046
816450570814898180,28575,7420
816336735214911488,8147,1793
816091915477250048,8462,1978
816062466425819140,0,942
816014286006976512,0,4861
815990720817401858,4679,942
815966073409433600,21062,7832
815745968457060357,0,3840
815736392542261248,9278,2108
815639385530101762,7800,1547
815390420867969024,9800,3551
814986499976527872,7240,1183
814638523311648768,10659,2515
814578408554463233,0,5438
814530161257443328,8190,1732
814153002265309185,27151,8073
813944609378369540,0,2944
813910438903693312,8830,1724
813812741911748608,34518,12990
813800681631023104,7867,1640
813217897535406080,17621,6823
813202720496779264,8742,1700
813187593374461952,18757,4029
813172488309972993,8776,1799
813157409116065792,7356,2059
813142292504645637,8060,2236
813130366689148928,4253,417
813127251579564032,11179,2909
813112105746448384,9771,2554
813096984823349248,10002,3368
813081950185472002,9400,2586
813066809284972545,7527,1821
813051746834595840,19862,6818
812781120811126785,7126,1783
812709060537683968,6272,1347
812503143955202048,5720,1147
812466873996607488,7555,1796
812372279581671427,12892,3410
811985624773361665,6889,1304
811744202451197953,7131,1466
811647686436880384,5300,680
811627233043480576,12035,2837
811386762094317568,19795,5955
810984652412424192,5035,1325
810896069567610880,8503,1637
810657578271330305,10396,2460
810284430598270976,33193,10461
810254108431155201,13929,3150
809920764300447744,14741,3668
809808892968534016,0,4557
809448704142938112,6587,1361
809220051211603969,18809,5224
809084759137812480,12523,3282
808838249661788160,9617,2855
808733504066486276,7471,2028
808501579447930884,10719,2447
808344865868283904,40044,19359
808134635716833280,0,5490
808106460588765185,8367,2062
808001312164028416,11807,3295
807621403335917568,13806,3372
807106840509214720,111195,51423
807059379405148160,0,6864
807010152071229440,12427,3614
806629075125202948,70330,32226
806620845233815552,0,5125
806576416489959424,4647,1818
806542213899489280,9701,2208
806242860592926720,0,10831
806219024703037440,6115,1130
805958939288408065,0,4990
805932879469572096,7853,1794
805826884734976000,6215,1710
805823200554876929,0,7431
805520635690676224,5463,1547
805487436403003392,8317,2369
805207613751304193,7456,1621
804738756058218496,12936,3589
804475857670639616,5824,1884
804413760345620481,0,2999
804026241225523202,41912,14966
803773340896923648,9509,2577
803692223237865472,0,6895
803638050916102144,10342,3872
803380650405482500,7363,1762
803321560782307329,0,4937
803276597545603072,9503,2289
802952499103731712,8552,1865
802624713319034886,0,2716
802600418706604034,6745,1377
802572683846291456,8490,2348
802323869084381190,15295,5455
802265048156610565,6601,1287
802239329049477120,8623,2448
802185808107208704,0,250
801958328846974976,7348,1592
801854953262350336,1720,218
801538201127157760,7794,1946
801285448605831168,5718,770
801167903437357056,23102,5490
801127390143516673,0,3689
801115127852503040,7659,1981
800859414831898624,645,90
800855607700029440,0,1511
800751577355128832,10061,2614
800513324630806528,12453,2813
800459316964663297,9018,2054
800443802682937345,0,4009
800388270626521089,10571,2626
800188575492947969,0,3678
800141422401830912,14468,2383
800018252395122689,26808,12255
799774291445383169,0,4351
799757965289017345,7946,1997
799422933579902976,7669,1792
799308762079035393,0,5056
799297110730567681,9359,2549
799063482566066176,7673,2333
798933969379225600,12380,4139
798925684722855936,7145,1355
798705661114773508,0,6182
798701998996647937,0,7202
798697898615730177,0,6071
798694562394996736,0,4626
798686750113755136,0,2172
798682547630837760,0,4416
798673117451325440,0,5202
798665375516884993,0,3666
798644042770751489,0,1736
798628517273620480,0,1855
798585098161549313,0,5250
798576900688019456,0,5454
798340744599797760,0,3130
798209839306514432,9893,2418
797971864723324932,10919,2881
797545162159308800,13832,4602
797236660651966464,18864,6128
797165961484890113,212,24
796904159865868288,0,8323
796865951799083009,7283,1825
796759840936919040,11170,2819
796563435802726400,0,6702
796484825502875648,7164,1644
796387464403357696,10422,3875
796177847564038144,0,13317
796149749086875649,30399,13317
796125600683540480,4721,1680
796116448414461957,8611,2243
796080075804475393,7996,2158
796031486298386433,10234,3489
795464331001561088,46604,21866
795400264262053889,9470,2672
795076730285391872,15299,5078
794983741416415232,0,3144
794926597468000259,9647,2152
794355576146903043,0,9625
794332329137291264,9103,2530
794205286408003585,8746,3102
793962221541933056,15857,4557
793845145112371200,8739,1739
793614319594401792,0,2916
793601777308463104,7559,1510
793500921481273345,10087,2222
793286476301799424,23281,8563
793271401113350145,8230,2236
793256262322548741,18869,7768
793241302385262592,9952,3061
793226087023144960,9253,2704
793210959003287553,8447,2599
793195938047070209,14397,5254
793180763617361921,6541,1857
793165685325201412,8873,2618
793150605191548928,5830,1591
793135492858580992,6055,2347
793120401413079041,11982,3665
792913359805018113,13535,3697
792883833364439040,10677,3990
792773781206999040,6980,1566
792394556390137856,12673,4000
792050063153438720,6759,1663
791821351946420224,0,19616
791784077045166082,0,8847
791780927877898241,0,3544
791774931465953280,42612,20674
791672322847637504,11115,2916
791406955684368384,12457,3840
791312159183634433,8296,2356
791026214425268224,0,3789
790987426131050500,9278,1981
790946055508652032,15821,4371
790723298204217344,0,2137
790698755171364864,7778,1796
790581949425475584,19481,6616
790337589677002753,7405,1763
790277117346975746,11858,2944
790227638568808452,0,3293
789986466051088384,8778,2137
789960241177853952,0,3807
789903600034189313,9756,3871
789628658055020548,7058,1637
789599242079838210,6359,1786
789530877013393408,11051,3144
789314372632018944,8177,2130
789280767834746880,0,4572
789268448748703744,8625,2434
789137962068021249,9200,2598
788908386943430656,25989,11669
788765914992902144,25827,9625
788552643979468800,0,6631
788412144018661376,14666,4906
788178268662984705,6872,1966
788150585577050112,5778,1196
788070120937619456,0,3200
788039637453406209,5772,1218
787810552592695296,8124,2831
787717603741622272,9685,2576
787397959788929025,10297,2653
787322443945877504,7369,1621
787111942498508800,0,6274
786963064373534720,25198,7403
786729988674449408,0,2267
786709082849828864,17319,5705
786664955043049472,10019,2358
786595970293370880,8953,2901
786363235746385920,10253,3204
786286427768250368,7544,2634
786233965241827333,14362,4352
786051337297522688,1350,145
786036967502913536,0,6479
785927819176054784,10769,2973
785872687017132033,6320,1667
785639753186217984,7429,2098
785533386513321988,8553,1831
785515384317313025,5771,1155
785264754247995392,6888,1511
785170936622350336,11328,4474
784826020293709826,9548,2999
784517518371221505,8467,2355
784431430411685888,5429,1180
784183165795655680,18885,7431
784057939640352768,27999,10311
783839966405230592,28294,9997
783821107061198850,6952,1819
783695101801398276,9833,2980
783466772167098368,7941,2071
783391753726550016,15949,5070
783347506784731136,0,5128
783334639985389568,27382,10831
783085703974514689,7707,2016
782969140009107456,22737,6864
782747134529531904,7052,1314
782722598790725632,16228,4990
782598640137187329,7360,1763
782305867769217024,15660,5107
782021823840026624,0,5707
781955203444699136,10535,3125
781661882474196992,9842,2508
781655249211752448,3762,1047
781524693396357120,19519,5125
781308096455073793,6717,2374
781251288990355457,7892,1919
781163403222056960,9239,2572
780931614150983680,20428,6702
780858289093574656,6774,1855
780800785462489090,5174,1196
780601303617732608,11394,3114
780543529827336192,5934,1623
780496263422808064,0,3408
780476555013349377,0,103
780459368902959104,4981,999
780192070812196864,8183,2075
780092040432480260,0,2120
780074436359819264,11387,4553
779834332596887552,17699,6479
779377524342161408,8229,2872
779124354206535695,0,16933
779056095788752897,13841,4191
778990705243029504,18688,6627
778774459159379968,0,9107
778764940568104960,819,337
778748913645780993,6441,1203
778650543019483137,5405,1384
778624900596654080,4328,940
778408200802557953,12826,3992
778396591732486144,0,11285
778383385161035776,5487,1018
778286810187399168,9710,3050
778039087836069888,7959,2453
778027034220126208,6175,1490
777953400541634568,0,3252
777885040357281792,5982,1511
777684233540206592,10579,2716
777641927919427584,0,3904
777621514455814149,8194,2329
777189768882946048,13269,3972
776819012571455488,0,12528
776813020089548800,4595,1110
776477788987613185,8216,2545
776249906839351296,0,8413
776218204058357768,28002,14635
776201521193218049,8999,2328
776113305656188928,11075,4009
776088319444877312,1710,141
775898661951791106,0,15454
775842724423557120,11002,2452
775733305207554048,13031,3689
775729183532220416,12236,4260
775364825476165632,6919,2706
775350846108426240,9545,3612
775085132600442880,14583,4351
774757898236878852,8108,1650
774639387460112384,6344,1609
774314403806253056,20470,5056
773985732834758656,10122,3573
773922284943896577,6042,1615
773704687002451968,6222,1494
773670353721753600,5042,1220
773547596996571136,20759,5669
773336787167145985,0,4652
773308824254029826,21906,6924
773247561583001600,8855,2991
773191612633579521,9353,3790
772877495989305348,8022,3568
772826264096874500,7551,2199
772615324260794368,0,3101
772581559778025472,6085,1578
772193107915964416,5660,1285
772152991789019136,3579,1048
772117678702071809,3535,685
772114945936949249,2574,440
772102971039580160,3761,861
771908950375665664,6159,1747
771770456517009408,11244,3130
771500966810099713,7744,2413
771380798096281600,9882,4652
771171053431250945,0,6865
771136648247640064,8575,2699
771102124360998913,5845,1324
771014301343748096,6464,1533
770787852854652928,4604,1099
770772759874076672,4875,1319
770655142660169732,6902,1660
770414278348247044,5920,1919
770293558247038976,5836,1351
770093767776997377,0,2801
770069151037685760,7119,2115
769940425801170949,29195,8796
769695466921623552,6024,1556
769335591808995329,0,7103
769212283578875904,5067,1592
768970937022709760,13358,5972
768909767477751808,0,2427
768855141948723200,3919,819
768609597686943744,3844,1094
768596291618299904,4722,1183
768554158521745409,0,5364
768473857036525572,12738,3149
768193404517830656,10144,3252
767884188863397888,4452,1261
767754930266464257,14937,4937
767500508068192258,7024,2139
767191397493538821,11494,3455
767122157629476866,9518,2628
766793450729734144,4727,1249
766714921925144576,2458,345
766693177336135680,3782,727
766423258543644672,5613,1449
766313316352462849,6323,1726
766078092750233600,0,2410
766069199026450432,3926,770
766008592277377025,3524,456
765719909049503744,6784,1983
765669560888528897,4842,1127
765395769549590528,25039,3096
765371061932261376,6660,1995
765222098633691136,10893,3101
764857477905154048,6061,1641
764259802650378240,5621,1382
763956972077010945,730,49
763837565564780549,11720,3789
763183847194451968,5042,1351
763167063695355904,0,2739
763103485927849985,6904,2109
762699858130116608,11329,3293
762471784394268675,10483,5876
762464539388485633,9611,3807
762316489655476224,4491,1026
762035686371364864,29714,14227
761976711479193600,5028,1816
761750502866649088,0,3571
761745352076779520,4005,790
761672994376806400,46132,26610
761599872357261312,3872,1096
761371037149827077,0,16577
761334018830917632,4811,1332
761292947749015552,4174,998
761227390836215808,4981,1437
761004547850530816,10617,3200
760893934457552897,3562,885
760656994973933572,6158,1741
760641137271070720,4656,1184
760539183865880579,7056,3323
760521673607086080,3909,1278
760290219849637889,24995,10523
760252756032651264,3692,795
760190180481531904,5330,1641
760153949710192640,0,28
759943073749200896,5513,1924
759846353224826880,6265,1792
759793422261743616,5562,1756
759557299618865152,4387,1100
759447681597108224,7913,2267
759446261539934208,1558,453
759197388317847553,5681,1797
759159934323924993,0,1065
759099523532779520,13582,3804
759047813560868866,6052,1844
758854675097526272,3313,838
758828659922702336,10441,3538
758740312047005698,5365,1496
758474966123810816,3545,911
758467244762497024,4461,2025
758405701903519748,4859,1756
758355060040593408,3142,956
758099635764359168,17642,9107
758041019896193024,2521,338
757741869644341248,6384,3012
757729163776290825,0,7179
757725642876129280,4242,1108
757611664640446465,4281,1003
757597904299253760,0,277
757596066325864448,4058,954
757400162377592832,14100,6291
757393109802180609,5429,1573
757354760399941633,4198,1298
756998049151549440,5856,1829
756939218950160384,6188,1831
756651752796094464,4682,1190
756526248105566208,9679,3287
756303284449767430,3681,1002
756288534030475264,41072,16248
756275833623502848,5960,1402
755955933503782912,6809,2615
755206590534418437,15258,4886
755110668769038337,19666,10148
754874841593970688,0,7216
754856583969079297,6427,2305
754747087846248448,2408,476
754482103782404096,4917,1785
754449512966619136,3493,671
754120377874386944,7363,2153
753655901052166144,5435,1983
753420520834629632,7315,3225
753398408988139520,5336,1723
753375668877008896,7113,2120
753298634498793472,0,5185
753294487569522689,3117,955
753039830821511168,34494,19106
753026973505581056,3641,874
752932432744185856,11721,6274
752917284578922496,6490,1437
752701944171524096,0,2604
752682090207055872,5577,1454
752660715232722944,4065,1418
752568224206688256,5104,2076
752519690950500352,6832,3144
752334515931054080,3579,1006
752309394570878976,0,14855
752173152931807232,5526,1664
751950017322246144,2841,830
751937170840121344,4813,1195
751830394383790080,5421,1782
751793661361422336,5374,2607
751598357617971201,7390,2821
751583847268179968,4090,1001
751538714308972544,4699,1143
751456908746354688,2993,920
751251247299190784,11696,5370
751205363882532864,5887,1659
751132876104687617,4714,1179
750868782890057730,4437,1241
750719632563142656,12221,4572
750506206503038976,4123,1043
750429297815552001,12269,3904
750383411068534784,4254,1038
750381685133418496,666,26
750147208377409536,2897,873
750132105863102464,3352,1174
750117059602808832,4037,1204
750101899009982464,2835,772
750086836815486976,2020,490
750071704093859840,7228,3019
750056684286914561,2946,817
750041628174217216,2951,564
750026558547456000,2519,717
750011400160841729,2996,819
749996283729883136,2819,754
749981277374128128,4766,2270
749774190421639168,4339,1205
749417653287129088,5654,1505
749403093750648834,2429,489
749395845976588288,7935,3142
749317047558017024,5082,2038
749075273010798592,5349,1878
749064354620928000,4488,1400
749036806121881602,2873,728
748977405889503236,9992,3120
748932637671223296,5393,2052
748705597323898880,2577,871
748699167502000129,4398,1452
748692773788876800,3942,1223
748575535303884801,5613,1799
748568946752774144,2039,606
748346686624440324,4837,1119
748337862848962560,7028,3721
748324050481647620,3440,689
748307329658011649,3434,652
748220828303695873,13099,7079
747963614829678593,5361,1949
747933425676525569,6157,2344
747885874273214464,2712,876
747844099428986880,2618,672
747816857231626240,4489,1053
747651430853525504,1269,143
747648653817413632,11927,5303
747600769478692864,2164,520
747594051852075008,3414,945
747512671126323200,5108,1470
747461612269887489,3581,938
747439450712596480,5022,1749
747242308580548608,0,2617
747219827526344708,4873,1433
747204161125646336,3117,828
747103485104099331,8861,3611
746906459439529985,2708,269
746872823977771008,5547,1935
746818907684614144,4936,1591
746790600704425984,4507,1456
746757706116112384,8809,3544
746726898085036033,5617,1633
746542875601690625,4673,1739
746521445350707200,0,898
746507379341139972,4334,989
746369468511756288,5744,1482
746131877086527488,6365,1991
746056683365994496,3314,737
745789745784041472,3652,960
745712589599014916,6483,2116
745433870967832576,6523,2300
745422732645535745,7929,2189
745314880350101504,6584,2471
745074613265149952,7241,3172
745057283344719872,6733,2046
744995568523612160,2731,566
744971049620602880,7272,2434
744709971296780288,5209,1430
744334592493166593,6320,1924
744234799360020481,144249,70332
744223424764059648,1529,323
743980027717509120,3884,1000
743895849529389061,3392,875
743835915802583040,0,1860
743609206067040256,4150,1268
743595368194129920,16895,5936
743545585370791937,3265,859
743510151680958465,7396,3409
743253157753532416,3921,1114
743222593470234624,5715,1728
743210557239623680,3549,1232
742534281772302336,6537,3264
742528092657332225,4089,1790
742465774154047488,6730,3584
742423170473463808,9063,3408
742385895052087300,6268,1770
742161199639494656,3986,1238
742150209887731712,4694,1393
741793263812808706,4207,1380
741743634094141440,7531,2486
741438259667034112,3406,744
741303864243200000,8103,2907
741099773336379392,9191,5002
741067306818797568,8833,2801
740995100998766593,5806,2458
740711788199743490,3139,858
740699697422163968,2646,705
740676976021798912,16787,6182
740373189193256964,32470,12087
740365076218183684,2244,384
740359016048689152,3043,794
740214038584557568,6167,1778
739979191639244800,18453,5364
739932936087216128,3745,982
739844404073074688,3514,785
739623569819336705,3489,1236
739606147276148736,4975,1487
739544079319588864,36361,19186
739485634323156992,6580,2633
739238157791694849,106797,52632
738891149612572673,89,6
738885046782832640,3493,1042
738883359779196928,3033,718
738537504001953792,4691,1392
738402415918125056,2997,737
738184450748633089,3960,1103
738166403467907072,8049,3023
738156290900254721,2276,581
737826014890496000,4820,1601
737800304142471168,9238,3161
737678689543020544,4624,1192
737445876994609152,9416,4040
737322739594330112,3314,728
737310737551491075,13480,6724
736736130620620800,3866,1536
736392552031657984,16285,6631
736365877722001409,3650,1110
736225175608430592,7468,2533
736010884653420544,7224,2694
735991953473572864,3286,1032
735648611367784448,3720,1005
735635087207878657,5644,2134
735274964362878976,12012,4530
735256018284875776,3053,801
735137028879360001,2873,876
734912297295085568,2537,471
734787690684657664,11526,5739
734776360183431168,2312,487
734559631394082816,1373,353
733828123016450049,3296,714
733822306246479872,3383,921
733482008106668032,2876,851
733460102733135873,3864,1135
733109485275860992,49225,15454
732732193018155009,2223,481
732726085725589504,3286,794
732585889486888962,3350,712
732375214819057664,7413,2274
732005617171337216,13657,4861
731285275100512256,3214,899
731156023742988288,3541,1140
730924654643314689,5627,1781
730573383004487680,4453,1906
730427201120833536,3195,937
730211855403241472,3481,956
